addr_pct_cd,boro_nm,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_num,cmplnt_to_dt,cmplnt_to_tm,crm_atpt_cptd_cd,juris_desc,latitude,law_cat_cd,loc_of_occur_desc,longitude,ofns_desc,patrol_boro,pd_cd,pd_desc,prem_typ_desc,rpt_dt,vic_age_group,vic_race,vic_sex,x_coord_cd,y_coord_cd,susp_age_group,susp_race,susp_sex
120,STATEN ISLAND,2018-02-28,06:30:00,950732514,2018-02-28T00:00:00.000,06:30:00,COMPLETED,N.Y. POLICE DEPT,40.620749748,FELONY,INSIDE,-74.082357882,DANGEROUS WEAPONS,PATROL BORO STATEN ISLAND,792.0,WEAPONS POSSESSION 1 & 2,RESIDENCE-HOUSE,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,961387.0,165440.0,,,
109,QUEENS,2018-02-28,04:20:00,916427231,2018-02-28T00:00:00.000,05:30:00,COMPLETED,N.Y. POLICE DEPT,40.76416764,VIOLATION,INSIDE,-73.823255679,HARRASSMENT 2,PATROL BORO QUEENS NORTH,637.0,"HARASSMENT,SUBD 1,CIVILIAN",HOSPITAL,2018-02-28T00:00:00.000,45-64,BLACK,F,1033211.0,217730.0,65+,BLACK,M
14,MANHATTAN,2018-02-28,21:56:00,240353216,2018-02-28T00:00:00.000,23:03:00,COMPLETED,N.Y. POLICE DEPT,40.750326623,MISDEMEANOR,,-73.991112045,OFF. AGNST PUB ORD SENSBLTY &,PATROL BORO MAN SOUTH,649.0,FALSE REPORT UNCLASSIFIED,STREET,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,986713.0,212638.0,,,
9,MANHATTAN,2018-02-28,13:30:00,141296685,,,COMPLETED,N.Y. POLICE DEPT,40.722189631,FELONY,INSIDE,-73.985870268,BURGLARY,PATROL BORO MAN SOUTH,221.0,"BURGLARY,RESIDENCE,DAY",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,WHITE,F,988167.0,202387.0,45-64,WHITE HISPANIC,M
60,BROOKLYN,2018-02-28,04:50:00,224201213,2018-02-28T00:00:00.000,04:55:00,COMPLETED,N.Y. TRANSIT POLICE,40.575301036999996,MISDEMEANOR,,-73.976542065,OFF. AGNST PUB ORD SENSBLTY &,PATROL BORO BKLYN SOUTH,661.0,"LEWDNESS,PUBLIC",TRANSIT - NYC SUBWAY,2018-02-28T00:00:00.000,25-44,WHITE,F,990767.0,148872.0,25-44,BLACK,M
103,QUEENS,2018-02-28,22:00:00,209505473,2018-03-01T00:00:00.000,13:50:00,COMPLETED,N.Y. POLICE DEPT,40.709749071,MISDEMEANOR,INSIDE,-73.781151303,OFF. AGNST PUB ORD SENSBLTY &,PATROL BORO QUEENS SOUTH,639.0,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,2018-03-01T00:00:00.000,18-24,BLACK,F,1044924.0,197930.0,18-24,BLACK,M
46,BRONX,2018-02-28,08:20:00,130810271,2018-02-28T00:00:00.000,08:39:00,COMPLETED,N.Y. POLICE DEPT,40.848447832,MISDEMEANOR,INSIDE,-73.923905353,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,BLACK HISPANIC,M,1005303.0,248396.0,UNKNOWN,BLACK,M
115,QUEENS,2018-02-28,11:30:00,357236045,2018-02-28T00:00:00.000,11:30:00,COMPLETED,N.Y. POLICE DEPT,40.757085598,MISDEMEANOR,INSIDE,-73.860864318,PETIT LARCENY,PATROL BORO QUEENS NORTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",PUBLIC BUILDING,2018-02-28T00:00:00.000,45-64,BLACK,F,1022797.0,215131.0,,,
67,BROOKLYN,2018-02-28,15:30:00,799206739,2018-02-28T00:00:00.000,15:40:00,COMPLETED,N.Y. POLICE DEPT,40.658304544,VIOLATION,,-73.931085555,HARRASSMENT 2,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",STORAGE FACILITY,2018-03-01T00:00:00.000,45-64,WHITE,F,1003371.0,179119.0,45-64,BLACK,M
43,BRONX,2018-02-28,16:20:00,858758740,2018-02-28T00:00:00.000,16:30:00,COMPLETED,N.Y. POLICE DEPT,40.827520105,MISDEMEANOR,INSIDE,-73.877013331,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,WHITE HISPANIC,M,1018287.0,240786.0,18-24,WHITE HISPANIC,M
72,BROOKLYN,2018-02-28,10:40:00,450569143,2018-02-28T00:00:00.000,10:45:00,COMPLETED,N.Y. POLICE DEPT,40.645954062,MISDEMEANOR,FRONT OF,-74.00944629899999,DANGEROUS DRUGS,PATROL BORO BKLYN SOUTH,511.0,"CONTROLLED SUBSTANCE, POSSESSI",STREET,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,981629.0,174612.0,25-44,WHITE,F
48,BRONX,2018-02-28,06:30:00,845423051,2018-02-28T00:00:00.000,06:40:00,COMPLETED,N.Y. POLICE DEPT,40.856121627,VIOLATION,INSIDE,-73.892378083,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,WHITE HISPANIC,F,1014022.0,251201.0,UNKNOWN,BLACK,F
71,BROOKLYN,2018-02-28,09:00:00,288619666,2018-03-20T00:00:00.000,15:07:00,COMPLETED,N.Y. POLICE DEPT,40.655762174,MISDEMEANOR,INSIDE,-73.958125854,OFFENSES AGAINST PUBLIC ADMINI,PATROL BORO BKLYN SOUTH,749.0,VIOLATION OF ORDER OF PROTECTI,RESIDENCE - APT. HOUSE,2018-03-20T00:00:00.000,18-24,BLACK,F,995869.0,178188.0,18-24,BLACK,M
68,BROOKLYN,2018-02-28,02:00:00,927680840,2018-02-28T00:00:00.000,03:41:00,COMPLETED,N.Y. POLICE DEPT,40.62033137,MISDEMEANOR,,-74.027222875,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BKLYN SOUTH,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,2018-02-28T00:00:00.000,18-24,WHITE,F,976693.0,165278.0,18-24,WHITE,F
33,MANHATTAN,2018-02-28,16:40:00,202230203,2018-02-28T00:00:00.000,16:40:00,COMPLETED,N.Y. POLICE DEPT,40.83619424,FELONY,FRONT OF,-73.946111937,DANGEROUS WEAPONS,PATROL BORO MAN NORTH,793.0,WEAPONS POSSESSION 3,STREET,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,999162.0,243927.0,25-44,BLACK HISPANIC,M
108,QUEENS,2018-02-28,10:00:00,806690657,2018-02-28T00:00:00.000,10:10:00,COMPLETED,N.Y. POLICE DEPT,40.741440127,MISDEMEANOR,INSIDE,-73.903400249,OFF. AGNST PUB ORD SENSBLTY &,PATROL BORO QUEENS NORTH,639.0,AGGRAVATED HARASSMENT 2,FOOD SUPERMARKET,2018-02-28T00:00:00.000,25-44,WHITE HISPANIC,F,1011019.0,209415.0,25-44,WHITE HISPANIC,M
84,BROOKLYN,2018-02-28,13:50:00,813769468,2018-02-28T00:00:00.000,13:58:00,COMPLETED,N.Y. POLICE DEPT,40.692403887,MISDEMEANOR,INSIDE,-73.990070406,PETIT LARCENY,PATROL BORO BKLYN NORTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",DEPARTMENT STORE,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,D,987004.0,191535.0,18-24,BLACK,F
103,QUEENS,2018-02-28,21:00:00,302908053,2018-02-28T00:00:00.000,21:05:00,COMPLETED,N.Y. POLICE DEPT,40.704433551,MISDEMEANOR,INSIDE,-73.76770853100001,ASSAULT 3 & RELATED OFFENSES,PATROL BORO QUEENS SOUTH,101.0,ASSAULT 3,RESIDENCE-HOUSE,2018-02-28T00:00:00.000,45-64,WHITE,F,1048656.0,196003.0,25-44,WHITE,F
24,MANHATTAN,2018-02-28,14:00:00,722894943,2018-03-02T00:00:00.000,13:00:00,COMPLETED,N.Y. POLICE DEPT,40.791290023,FELONY,INSIDE,-73.977560224,GRAND LARCENY,PATROL BORO MAN NORTH,402.0,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE - APT. HOUSE,2018-03-05T00:00:00.000,65+,WHITE,F,990464.0,227563.0,UNKNOWN,UNKNOWN,U
9,MANHATTAN,2018-02-28,14:00:00,132179788,2018-02-28T00:00:00.000,14:20:00,COMPLETED,N.Y. POLICE DEPT,40.72868924,FELONY,INSIDE,-73.986056506,GRAND LARCENY,PATROL BORO MAN SOUTH,430.0,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",RESIDENCE - APT. HOUSE,2018-05-11T00:00:00.000,25-44,WHITE,M,988115.0,204755.0,,,
112,QUEENS,2018-02-28,08:25:00,502032046,2018-02-28T00:00:00.000,20:30:00,COMPLETED,N.Y. POLICE DEPT,40.715748051,FELONY,,-73.836727521,GRAND LARCENY OF MOTOR VEHICLE,PATROL BORO QUEENS NORTH,451.0,"LARCENY,GRAND OF MOTORCYCLE",STREET,2018-02-28T00:00:00.000,18-24,ASIAN/PAC.ISL,M,1029512.0,200082.0,,,
120,STATEN ISLAND,2018-02-28,05:00:00,553356770,2018-02-28T00:00:00.000,05:05:00,COMPLETED,N.Y. POLICE DEPT,40.630239896,VIOLATION,INSIDE,-74.113014034,HARRASSMENT 2,PATROL BORO STATEN ISLAND,637.0,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,2018-03-01T00:00:00.000,25-44,WHITE,M,952881.0,168907.0,65+,WHITE,M
14,MANHATTAN,2018-02-28,11:00:00,503004406,2018-02-28T00:00:00.000,11:03:00,COMPLETED,N.Y. POLICE DEPT,40.752437781,FELONY,INSIDE,-73.97533194,MISCELLANEOUS PENAL LAW,PATROL BORO MAN SOUTH,198.0,CRIMINAL CONTEMPT 1,COMMERCIAL BUILDING,2018-02-28T00:00:00.000,25-44,ASIAN/PAC.ISL,M,991085.0,213408.0,25-44,BLACK,F
107,QUEENS,2018-02-28,09:00:00,978104263,2018-02-28T00:00:00.000,15:00:00,COMPLETED,N.Y. POLICE DEPT,40.721626881,MISDEMEANOR,INSIDE,-73.812971304,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO QUEENS SOUTH,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE-HOUSE,2018-03-01T00:00:00.000,18-24,ASIAN/PAC.ISL,M,1036093.0,202237.0,,,
1,MANHATTAN,2018-02-28,12:00:00,185477885,2018-02-28T00:00:00.000,13:20:00,COMPLETED,N.Y. POLICE DEPT,40.705312133,VIOLATION,INSIDE,-74.013761159,HARRASSMENT 2,PATROL BORO MAN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",CANDY STORE,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,F,980435.0,196238.0,,,
84,BROOKLYN,2018-02-28,16:30:00,808431865,2018-02-28T00:00:00.000,16:35:00,COMPLETED,N.Y. POLICE DEPT,40.701535397,MISDEMEANOR,,-73.986751034,BURGLAR'S TOOLS,PATROL BORO BKLYN NORTH,209.0,"BURGLARS TOOLS,UNCLASSIFIED",STREET,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,987924.0,194862.0,45-64,BLACK,M
25,MANHATTAN,2018-02-28,13:30:00,371521860,2018-02-28T00:00:00.000,13:42:00,COMPLETED,N.Y. HOUSING POLICE,40.80012963,VIOLATION,INSIDE,-73.93240154600001,HARRASSMENT 2,PATROL BORO MAN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,2018-02-28T00:00:00.000,25-44,BLACK,F,1002966.0,230790.0,45-64,BLACK,M
43,BRONX,2018-02-28,12:00:00,629640596,2018-04-05T00:00:00.000,18:00:00,COMPLETED,N.Y. HOUSING POLICE,40.817941833,MISDEMEANOR,INSIDE,-73.847785022,PETIT LARCENY,PATROL BORO BRONX,313.0,"LARCENY,PETIT BY FALSE PROMISE",RESIDENCE - PUBLIC HOUSING,2018-04-05T00:00:00.000,65+,WHITE HISPANIC,F,1026382.0,237309.0,UNKNOWN,UNKNOWN,F
13,MANHATTAN,2018-02-28,20:45:00,762136855,2018-02-28T00:00:00.000,21:00:00,COMPLETED,N.Y. POLICE DEPT,40.738219595,FELONY,INSIDE,-73.992012181,MISCELLANEOUS PENAL LAW,PATROL BORO MAN SOUTH,198.0,CRIMINAL CONTEMPT 1,CLOTHING/BOUTIQUE,2018-03-10T00:00:00.000,18-24,BLACK,F,986464.0,208227.0,18-24,BLACK HISPANIC,M
104,QUEENS,2018-02-28,14:17:00,469598961,2018-02-28T00:00:00.000,14:25:00,COMPLETED,N.Y. POLICE DEPT,40.701463974,MISDEMEANOR,INSIDE,-73.886745493,PETIT LARCENY,PATROL BORO QUEENS NORTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",FAST FOOD,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,D,1015653.0,194856.0,45-64,ASIAN/PAC.ISL,M
73,BROOKLYN,2018-02-28,16:21:00,590266946,2018-02-28T00:00:00.000,16:31:00,COMPLETED,N.Y. POLICE DEPT,40.681140299,MISDEMEANOR,INSIDE,-73.910049487,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BKLYN NORTH,101.0,ASSAULT 3,RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,18-24,WHITE HISPANIC,F,1009199.0,187444.0,25-44,BLACK,M
75,BROOKLYN,2018-02-28,07:00:00,992032756,,,COMPLETED,N.Y. POLICE DEPT,40.67020819,FELONY,,-73.867761376,GRAND LARCENY OF MOTOR VEHICLE,PATROL BORO BKLYN NORTH,441.0,"LARCENY,GRAND OF AUTO",STREET,2018-03-01T00:00:00.000,45-64,WHITE,M,1020934.0,183476.0,UNKNOWN,UNKNOWN,U
68,BROOKLYN,2018-02-28,01:30:00,129058880,2018-02-28T00:00:00.000,01:31:00,COMPLETED,N.Y. POLICE DEPT,40.635749131,FELONY,,-74.026040181,DANGEROUS DRUGS,PATROL BORO BKLYN SOUTH,500.0,"CONTROLLED SUBSTANCE,POSSESS.",STREET,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,977023.0,170895.0,25-44,ASIAN/PAC.ISL,M
50,BRONX,2018-02-28,14:30:00,989058363,,,COMPLETED,N.Y. POLICE DEPT,40.870265001,MISDEMEANOR,INSIDE,-73.89835723899999,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,113.0,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,M,1012362.0,256352.0,<18,BLACK HISPANIC,F
22,MANHATTAN,2018-02-28,18:30:00,247615622,2018-02-28T00:00:00.000,18:32:00,COMPLETED,N.Y. POLICE DEPT,40.783499896,FELONY,FRONT OF,-73.964379178,GRAND LARCENY,PATROL BORO MAN NORTH,404.0,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",PARK/PLAYGROUND,2018-02-28T00:00:00.000,45-64,WHITE,F,994115.0,224726.0,UNKNOWN,UNKNOWN,M
123,STATEN ISLAND,2018-02-28,02:45:00,809879537,,,COMPLETED,N.Y. POLICE DEPT,40.544494549,MISDEMEANOR,,-74.176500799,INTOXICATED & IMPAIRED DRIVING,PATROL BORO STATEN ISLAND,905.0,"INTOXICATED DRIVING,ALCOHOL",STREET,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,935196.0,137697.0,65+,WHITE,M
50,BRONX,2018-02-28,23:00:00,227799735,2018-03-01T00:00:00.000,06:00:00,COMPLETED,N.Y. POLICE DEPT,40.880454619,MISDEMEANOR,OPPOSITE OF,-73.903075324,PETIT LARCENY,PATROL BORO BRONX,321.0,"LARCENY,PETIT FROM AUTO",STREET,2018-03-01T00:00:00.000,45-64,WHITE HISPANIC,M,1011053.0,260063.0,,,
79,BROOKLYN,2018-02-28,20:00:00,406393570,2018-02-28T00:00:00.000,21:00:00,COMPLETED,N.Y. POLICE DEPT,40.691496953000005,MISDEMEANOR,INSIDE,-73.959635961,PETIT LARCENY,PATROL BORO BKLYN NORTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",PUBLIC BUILDING,2018-03-13T00:00:00.000,25-44,WHITE,M,995444.0,191207.0,UNKNOWN,UNKNOWN,U
43,BRONX,2018-02-28,18:40:00,720117416,,,COMPLETED,N.Y. POLICE DEPT,40.827300675,MISDEMEANOR,INSIDE,-73.872103186,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,WHITE HISPANIC,F,1019646.0,240708.0,18-24,BLACK,F
76,BROOKLYN,2018-02-28,22:21:00,526484757,,,COMPLETED,N.Y. HOUSING POLICE,40.675575887,FELONY,INSIDE,-74.00726218,MISCELLANEOUS PENAL LAW,PATROL BORO BKLYN SOUTH,198.0,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,2018-03-02T00:00:00.000,25-44,WHITE HISPANIC,F,982236.0,185404.0,25-44,WHITE HISPANIC,F
18,MANHATTAN,2018-02-28,15:05:00,401852951,,,COMPLETED,N.Y. TRANSIT POLICE,40.765024079,MISDEMEANOR,,-73.98483595,OFFENSES AGAINST PUBLIC ADMINI,PATROL BORO MAN SOUTH,759.0,"PUBLIC ADMINISTATION,UNCLASS M",TRANSIT - NYC SUBWAY,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,988451.0,217993.0,18-24,BLACK,M
76,BROOKLYN,2018-02-28,14:14:00,642531056,2018-02-28T00:00:00.000,14:28:00,COMPLETED,N.Y. POLICE DEPT,40.690507584,FELONY,INSIDE,-73.9952993,BURGLARY,PATROL BORO BKLYN SOUTH,221.0,"BURGLARY,RESIDENCE,DAY",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,WHITE,M,985554.0,190844.0,18-24,BLACK,M
23,MANHATTAN,2018-02-28,15:20:00,202253668,2018-02-28T00:00:00.000,15:25:00,COMPLETED,N.Y. POLICE DEPT,40.790635221,MISDEMEANOR,INSIDE,-73.947459736,PETIT LARCENY,PATROL BORO MAN NORTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,D,998799.0,227328.0,UNKNOWN,BLACK,M
121,STATEN ISLAND,2018-02-28,18:45:00,268270440,2018-02-28T00:00:00.000,19:30:00,COMPLETED,N.Y. POLICE DEPT,40.62086456,FELONY,INSIDE,-74.160694643,GRAND LARCENY,PATROL BORO STATEN ISLAND,418.0,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",RESIDENCE-HOUSE,2018-03-01T00:00:00.000,25-44,WHITE HISPANIC,F,939640.0,165512.0,,,
44,BRONX,2018-02-28,19:00:00,509479912,2018-03-29T00:00:00.000,20:45:00,COMPLETED,N.Y. POLICE DEPT,40.839105179,MISDEMEANOR,INSIDE,-73.924414769,OFF. AGNST PUB ORD SENSBLTY &,PATROL BORO BRONX,639.0,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,2018-04-05T00:00:00.000,65+,BLACK,F,1005165.0,244992.0,25-44,BLACK HISPANIC,F
33,MANHATTAN,2018-02-28,18:50:00,332874500,2018-02-28T00:00:00.000,21:15:00,COMPLETED,N.Y. TRANSIT POLICE,40.840974994,FELONY,,-73.939505111,GRAND LARCENY,PATROL BORO MAN NORTH,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",TRANSIT - NYC SUBWAY,2018-02-28T00:00:00.000,45-64,WHITE HISPANIC,F,1000989.0,245670.0,UNKNOWN,UNKNOWN,U
48,BRONX,2018-02-28,19:50:00,298793767,2018-02-28T00:00:00.000,20:10:00,COMPLETED,N.Y. POLICE DEPT,40.858748835,MISDEMEANOR,INSIDE,-73.887182601,PETIT LARCENY,PATROL BORO BRONX,338.0,"LARCENY,PETIT FROM BUILDING,UN",PUBLIC SCHOOL,2018-02-28T00:00:00.000,18-24,WHITE HISPANIC,M,1015458.0,252160.0,,,
113,QUEENS,2018-02-28,20:00:00,407768610,2018-02-28T00:00:00.000,20:05:00,COMPLETED,N.Y. POLICE DEPT,40.679344253000004,FELONY,,-73.782112759,MISCELLANEOUS PENAL LAW,PATROL BORO QUEENS SOUTH,198.0,CRIMINAL CONTEMPT 1,STREET,2018-02-28T00:00:00.000,18-24,ASIAN/PAC.ISL,F,1044685.0,186852.0,18-24,ASIAN/PAC.ISL,M
84,BROOKLYN,2018-02-28,18:10:00,853804957,2018-02-28T00:00:00.000,18:29:00,COMPLETED,N.Y. POLICE DEPT,40.686307690999996,FELONY,FRONT OF,-73.989379017,ROBBERY,PATROL BORO BKLYN NORTH,366.0,"ROBBERY,BICYCLE",STREET,2018-02-28T00:00:00.000,25-44,WHITE,M,987196.0,189314.0,UNKNOWN,BLACK,U
73,BROOKLYN,2018-02-28,10:48:00,192819354,2018-02-28T00:00:00.000,11:30:00,COMPLETED,N.Y. POLICE DEPT,40.660258055999996,MISDEMEANOR,INSIDE,-73.913671137,OFF. AGNST PUB ORD SENSBLTY &,PATROL BORO BKLYN NORTH,639.0,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,BLACK,M,1008202.0,179835.0,25-44,BLACK,F
43,BRONX,2018-02-28,03:00:00,515292583,,,COMPLETED,N.Y. POLICE DEPT,40.823101299,FELONY,INSIDE,-73.869690461,SEX CRIMES,PATROL BORO BRONX,177.0,SEXUAL ABUSE,RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,BLACK,F,1020316.0,239179.0,45-64,BLACK,M
47,BRONX,2018-02-28,17:00:00,391501318,2018-03-01T00:00:00.000,08:30:00,COMPLETED,N.Y. POLICE DEPT,40.880490744,MISDEMEANOR,FRONT OF,-73.851800508,PETIT LARCENY,PATROL BORO BRONX,321.0,"LARCENY,PETIT FROM AUTO",OTHER,2018-03-01T00:00:00.000,25-44,BLACK,M,1025232.0,260096.0,,,
79,BROOKLYN,2018-02-28,23:00:00,670950188,2018-03-01T00:00:00.000,08:20:00,COMPLETED,N.Y. POLICE DEPT,40.681215754,MISDEMEANOR,INSIDE,-73.942036832,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BKLYN NORTH,101.0,ASSAULT 3,RESIDENCE - APT. HOUSE,2018-03-01T00:00:00.000,25-44,BLACK,F,1000327.0,187464.0,25-44,BLACK,M
103,QUEENS,2018-02-28,11:00:00,150562941,2018-02-28T00:00:00.000,11:10:00,COMPLETED,N.Y. POLICE DEPT,40.712006962,MISDEMEANOR,,-73.789415,ASSAULT 3 & RELATED OFFENSES,PATROL BORO QUEENS SOUTH,101.0,ASSAULT 3,STREET,2018-02-28T00:00:00.000,25-44,WHITE,M,1042631.0,198747.0,UNKNOWN,BLACK,U
32,MANHATTAN,2018-02-28,00:00:00,896122994,2018-02-28T00:00:00.000,00:15:00,COMPLETED,N.Y. POLICE DEPT,40.813661262,MISDEMEANOR,INSIDE,-73.948626496,PETIT LARCENY,PATROL BORO MAN NORTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",COMMERCIAL BUILDING,2018-02-28T00:00:00.000,45-64,BLACK,M,998471.0,235717.0,UNKNOWN,UNKNOWN,U
46,BRONX,2018-02-28,08:30:00,382278400,2018-02-28T00:00:00.000,09:00:00,COMPLETED,N.Y. POLICE DEPT,40.861906581999996,FELONY,INSIDE,-73.897440898,MISCELLANEOUS PENAL LAW,PATROL BORO BRONX,198.0,CRIMINAL CONTEMPT 1,CLOTHING/BOUTIQUE,2018-02-28T00:00:00.000,25-44,WHITE HISPANIC,F,1012619.0,253307.0,25-44,BLACK,M
6,MANHATTAN,2018-02-28,20:27:00,787455676,2018-02-28T00:00:00.000,20:55:00,COMPLETED,N.Y. POLICE DEPT,40.735035624,MISDEMEANOR,INSIDE,-73.99123676800001,PETIT LARCENY,PATROL BORO MAN SOUTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",GROCERY/BODEGA,2018-02-28T00:00:00.000,65+,UNKNOWN,M,986679.0,207067.0,UNKNOWN,UNKNOWN,U
120,STATEN ISLAND,2018-02-28,17:34:00,908827535,,,COMPLETED,N.Y. POLICE DEPT,40.634339193,VIOLATION,OPPOSITE OF,-74.119837678,HARRASSMENT 2,PATROL BORO STATEN ISLAND,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2018-02-28T00:00:00.000,25-44,WHITE HISPANIC,M,950989.0,170403.0,,,
46,BRONX,2018-02-28,18:00:00,643196595,2018-03-01T00:00:00.000,06:00:00,COMPLETED,N.Y. POLICE DEPT,40.852690753000005,MISDEMEANOR,FRONT OF,-73.904879772,UNAUTHORIZED USE OF A VEHICLE,PATROL BORO BRONX,462.0,UNAUTHORIZED USE VEHICLE 3,STREET,2018-03-01T00:00:00.000,25-44,UNKNOWN,M,1010565.0,249947.0,,,
42,BRONX,2018-02-28,16:00:00,369423670,2018-03-01T00:00:00.000,06:00:00,COMPLETED,N.Y. POLICE DEPT,40.823344995,MISDEMEANOR,,-73.905734675,PETIT LARCENY,PATROL BORO BRONX,357.0,"LARCENY,PETIT OF VEHICLE ACCES",PARKING LOT/GARAGE (PUBLIC),2018-03-01T00:00:00.000,45-64,WHITE HISPANIC,F,1010340.0,239255.0,UNKNOWN,UNKNOWN,U
13,MANHATTAN,2018-02-28,18:12:00,877122263,2018-02-28T00:00:00.000,18:17:00,COMPLETED,N.Y. POLICE DEPT,40.740579949,MISDEMEANOR,INSIDE,-73.990294182,PETIT LARCENY,PATROL BORO MAN SOUTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,D,986940.0,209087.0,UNKNOWN,WHITE,M
43,BRONX,2018-02-28,15:00:00,940222892,,,COMPLETED,N.Y. POLICE DEPT,40.828755511,MISDEMEANOR,INSIDE,-73.858138075,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE-HOUSE,2018-03-09T00:00:00.000,UNKNOWN,UNKNOWN,D,1023510.0,241244.0,UNKNOWN,UNKNOWN,U
114,QUEENS,2018-02-28,02:15:00,359919358,2018-02-28T00:00:00.000,02:24:00,COMPLETED,N.Y. POLICE DEPT,40.764598501,MISDEMEANOR,,-73.904514627,FRAUDS,PATROL BORO QUEENS NORTH,707.0,"IMPERSONATION 2, PUBLIC SERVAN",STREET,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,1010701.0,217852.0,25-44,BLACK HISPANIC,M
109,QUEENS,2018-02-28,12:00:00,506991593,,,COMPLETED,N.Y. POLICE DEPT,40.764458606999995,VIOLATION,INSIDE,-73.830579497,HARRASSMENT 2,PATROL BORO QUEENS NORTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,2018-02-28T00:00:00.000,18-24,WHITE HISPANIC,F,1031182.0,217832.0,25-44,WHITE HISPANIC,M
43,BRONX,2018-02-28,16:20:00,403750187,2018-02-28T00:00:00.000,16:30:00,COMPLETED,N.Y. POLICE DEPT,40.827520105,MISDEMEANOR,INSIDE,-73.877013331,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BRONX,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,18-24,WHITE HISPANIC,F,1018287.0,240786.0,25-44,WHITE HISPANIC,M
