addr_pct_cd,boro_nm,cmplnt_fr_dt,cmplnt_fr_tm,cmplnt_num,cmplnt_to_dt,cmplnt_to_tm,crm_atpt_cptd_cd,juris_desc,latitude,law_cat_cd,loc_of_occur_desc,longitude,ofns_desc,patrol_boro,pd_cd,pd_desc,prem_typ_desc,rpt_dt,vic_age_group,vic_race,vic_sex,x_coord_cd,y_coord_cd,susp_age_group,susp_race,susp_sex
90,BROOKLYN,2018-02-28,13:12:00,667998788,2018-02-28T00:00:00.000,13:15:00,COMPLETED,N.Y. POLICE DEPT,40.712386333000005,FELONY,,-73.944033323,GRAND LARCENY,PATROL BORO BKLYN NORTH,417.0,"LARCENY,GRAND FROM PERSON,PURS",STREET,2018-02-28T00:00:00.000,45-64,WHITE,F,999766.0,198820.0,UNKNOWN,BLACK,F
104,QUEENS,2018-02-28,08:00:00,344077011,2018-03-01T00:00:00.000,08:00:00,COMPLETED,N.Y. POLICE DEPT,40.710078508,FELONY,INSIDE,-73.917512997,BURGLARY,PATROL BORO QUEENS NORTH,224.0,"BURGLARY,RESIDENCE,UNKNOWN TIM",RESIDENCE-HOUSE,2018-03-01T00:00:00.000,25-44,WHITE,F,1007119.0,197985.0,,,
45,BRONX,2018-02-28,17:35:00,597517535,2018-02-28T00:00:00.000,17:39:00,COMPLETED,N.Y. POLICE DEPT,40.840896981,MISDEMEANOR,INSIDE,-73.842448691,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,RESTAURANT/DINER,2018-02-28T00:00:00.000,<18,WHITE,F,1027844.0,245675.0,UNKNOWN,BLACK HISPANIC,M
69,BROOKLYN,2018-02-28,20:00:00,125032957,,,COMPLETED,N.Y. HOUSING POLICE,40.647330127,MISDEMEANOR,INSIDE,-73.896999556,FRAUDS,PATROL BORO BKLYN SOUTH,718.0,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - PUBLIC HOUSING,2018-05-03T00:00:00.000,25-44,BLACK,M,1012833.0,175130.0,,,
77,BROOKLYN,2018-02-28,13:56:00,325132012,,,COMPLETED,N.Y. TRANSIT POLICE,40.668806093,FELONY,,-73.93112156699999,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BKLYN NORTH,273.0,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,2018-05-07T00:00:00.000,UNKNOWN,UNKNOWN,E,1003358.0,182945.0,25-44,BLACK,M
75,BROOKLYN,2018-02-28,03:55:00,897495560,2018-02-28T00:00:00.000,04:05:00,COMPLETED,N.Y. POLICE DEPT,40.6817188,FELONY,FRONT OF,-73.866902083,DANGEROUS DRUGS,PATROL BORO BKLYN NORTH,503.0,"CONTROLLED SUBSTANCE,INTENT TO",STREET,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,1021166.0,187670.0,,,
52,BRONX,2018-02-28,16:00:00,911238442,,,COMPLETED,N.Y. POLICE DEPT,40.882635463,MISDEMEANOR,OPPOSITE OF,-73.883941587,DANGEROUS DRUGS,PATROL BORO BRONX,511.0,"CONTROLLED SUBSTANCE, POSSESSI",STREET,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,1016343.0,260864.0,25-44,WHITE HISPANIC,M
113,QUEENS,2018-02-28,13:30:00,174087069,2018-02-28T00:00:00.000,13:50:00,COMPLETED,N.Y. POLICE DEPT,40.692885286,VIOLATION,INSIDE,-73.78855223800001,HARRASSMENT 2,PATROL BORO QUEENS SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",GROCERY/BODEGA,2018-02-28T00:00:00.000,18-24,WHITE HISPANIC,F,1042887.0,191781.0,25-44,BLACK,F
52,BRONX,2018-02-28,13:00:00,265684948,2018-02-28T00:00:00.000,15:05:00,COMPLETED,N.Y. POLICE DEPT,40.869058532,MISDEMEANOR,INSIDE,-73.879630148,SEX CRIMES,PATROL BORO BRONX,681.0,"CHILD, ENDANGERING WELFARE",GROCERY/BODEGA,2018-03-13T00:00:00.000,<18,BLACK HISPANIC,F,1017542.0,255919.0,25-44,BLACK,M
67,BROOKLYN,2018-02-28,00:20:00,863464751,2018-02-28T00:00:00.000,00:24:00,COMPLETED,N.Y. POLICE DEPT,40.654759000000006,FELONY,FRONT OF,-73.927777134,DANGEROUS WEAPONS,PATROL BORO BKLYN SOUTH,793.0,WEAPONS POSSESSION 3,STREET,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,1004290.0,177828.0,,,
70,BROOKLYN,2018-02-28,16:45:00,295812887,2018-02-28T00:00:00.000,16:50:00,COMPLETED,N.Y. POLICE DEPT,40.649468516,FELONY,INSIDE,-73.958482969,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BKLYN SOUTH,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",VARIETY STORE,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,D,995771.0,175895.0,<18,BLACK,F
121,STATEN ISLAND,2018-02-28,08:45:00,871376127,2018-02-28T00:00:00.000,09:00:00,COMPLETED,N.Y. POLICE DEPT,40.63767791,VIOLATION,FRONT OF,-74.163534734,HARRASSMENT 2,PATROL BORO STATEN ISLAND,637.0,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE-HOUSE,2018-02-28T00:00:00.000,<18,BLACK,M,938863.0,171639.0,UNKNOWN,UNKNOWN,U
6,MANHATTAN,2018-02-28,21:45:00,322794683,2018-02-28T00:00:00.000,21:49:00,COMPLETED,N.Y. POLICE DEPT,40.735428383,MISDEMEANOR,INSIDE,-74.00413664,PETIT LARCENY,PATROL BORO MAN SOUTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,ASIAN/PAC.ISL,F,983104.0,207210.0,UNKNOWN,BLACK,M
109,QUEENS,2018-02-28,00:01:00,390518868,2018-02-28T00:00:00.000,00:05:00,COMPLETED,N.Y. HOUSING POLICE,40.758386148,MISDEMEANOR,INSIDE,-73.833608975,ASSAULT 3 & RELATED OFFENSES,PATROL BORO QUEENS NORTH,113.0,"MENACING,UNCLASSIFIED",RESIDENCE - PUBLIC HOUSING,2018-02-28T00:00:00.000,45-64,BLACK,F,1030347.0,215618.0,45-64,BLACK,M
114,QUEENS,2018-02-28,04:10:00,137016479,2018-02-28T00:00:00.000,04:20:00,COMPLETED,N.Y. HOUSING POLICE,40.75742717,MISDEMEANOR,INSIDE,-73.908751706,ASSAULT 3 & RELATED OFFENSES,PATROL BORO QUEENS NORTH,101.0,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,2018-02-28T00:00:00.000,45-64,BLACK,M,1009530.0,215238.0,25-44,BLACK,F
115,QUEENS,2018-02-28,18:00:00,470296629,2018-02-28T00:00:00.000,18:05:00,COMPLETED,N.Y. POLICE DEPT,40.755052397,FELONY,INSIDE,-73.86140998100001,GRAND LARCENY,PATROL BORO QUEENS NORTH,425.0,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE-HOUSE,2018-03-02T00:00:00.000,25-44,WHITE HISPANIC,M,1022647.0,214390.0,,,
90,BROOKLYN,2018-02-28,19:00:00,491087947,2018-02-28T00:00:00.000,19:30:00,COMPLETED,N.Y. HOUSING POLICE,40.709459978000005,MISDEMEANOR,INSIDE,-73.943141254,OFF. AGNST PUB ORD SENSBLTY &,PATROL BORO BKLYN NORTH,639.0,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,2018-02-28T00:00:00.000,45-64,WHITE HISPANIC,F,1000014.0,197754.0,25-44,UNKNOWN,F
101,QUEENS,2018-02-28,16:30:00,835371675,2018-02-28T00:00:00.000,16:45:00,COMPLETED,N.Y. POLICE DEPT,40.597787926,VIOLATION,INSIDE,-73.783444771,HARRASSMENT 2,PATROL BORO QUEENS SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,BLACK,F,1044389.0,157138.0,25-44,BLACK,M
70,BROOKLYN,2018-02-28,22:45:00,769855977,2018-02-28T00:00:00.000,22:58:00,COMPLETED,N.Y. POLICE DEPT,40.631489582,VIOLATION,INSIDE,-73.975610821,HARRASSMENT 2,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",RESTAURANT/DINER,2018-03-01T00:00:00.000,25-44,WHITE,F,991020.0,169343.0,45-64,WHITE,F
109,QUEENS,2018-02-28,16:00:00,601602122,,,COMPLETED,N.Y. POLICE DEPT,40.746374033,MISDEMEANOR,FRONT OF,-73.825461049,PETIT LARCENY,PATROL BORO QUEENS NORTH,349.0,"LARCENY,PETIT OF LICENSE PLATE",STREET,2018-03-04T00:00:00.000,45-64,WHITE,M,1032613.0,211246.0,,,
114,QUEENS,2018-02-28,20:10:00,474099851,2018-02-28T00:00:00.000,20:26:00,COMPLETED,N.Y. HOUSING POLICE,40.754164551,FELONY,OPPOSITE OF,-73.944651523,DANGEROUS DRUGS,PATROL BORO QUEENS NORTH,505.0,"CONTROLLED SUBSTANCE, POSSESSI",RESIDENCE - PUBLIC HOUSING,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,999585.0,214041.0,25-44,WHITE HISPANIC,M
24,MANHATTAN,2018-02-28,00:10:00,449084498,2018-02-28T00:00:00.000,00:30:00,COMPLETED,N.Y. HOUSING POLICE,40.792411505,FELONY,INSIDE,-73.972427963,FELONY ASSAULT,PATROL BORO MAN NORTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - PUBLIC HOUSING,2018-02-28T00:00:00.000,18-24,BLACK HISPANIC,M,991885.0,227972.0,25-44,BLACK,M
48,BRONX,2018-02-28,12:39:00,155557891,2018-02-28T00:00:00.000,12:39:00,COMPLETED,N.Y. POLICE DEPT,40.859047196999995,MISDEMEANOR,FRONT OF,-73.892073298,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,18-24,BLACK,F,1014105.0,252267.0,25-44,BLACK,M
26,MANHATTAN,2018-02-28,22:33:00,341748111,2018-02-28T00:00:00.000,23:04:00,COMPLETED,N.Y. POLICE DEPT,40.809922168,FELONY,INSIDE,-73.960586457,BURGLARY,PATROL BORO MAN NORTH,213.0,"BURGLARY,COMMERCIAL,NIGHT",COMMERCIAL BUILDING,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,D,995161.0,234353.0,25-44,BLACK,M
70,BROOKLYN,2018-02-28,22:40:00,340989442,2018-02-28T00:00:00.000,23:08:00,COMPLETED,N.Y. POLICE DEPT,40.652224051,FELONY,INSIDE,-73.957857785,BURGLARY,PATROL BORO BKLYN SOUTH,223.0,"BURGLARY,RESIDENCE,NIGHT",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,BLACK,M,995944.0,176899.0,,,
34,MANHATTAN,2018-02-28,10:00:00,444377879,2018-03-01T00:00:00.000,08:00:00,COMPLETED,N.Y. POLICE DEPT,40.853124217,MISDEMEANOR,,-73.927240037,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO MAN NORTH,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,2018-03-01T00:00:00.000,25-44,WHITE HISPANIC,F,1004379.0,250099.0,,,
14,MANHATTAN,2018-02-28,16:50:00,269973672,2018-02-28T00:00:00.000,17:05:00,COMPLETED,N.Y. TRANSIT POLICE,40.757240531,MISDEMEANOR,,-73.98979363699999,PETIT LARCENY,PATROL BORO MAN SOUTH,301.0,"LARCENY,PETIT BY ACQUIRING LOS",TRANSIT - NYC SUBWAY,2018-02-28T00:00:00.000,18-24,BLACK,M,987078.0,215157.0,,,
60,BROOKLYN,2018-02-28,14:30:00,452277449,,,COMPLETED,N.Y. HOUSING POLICE,40.591329037,FELONY,INSIDE,-73.982743842,DANGEROUS DRUGS,PATROL BORO BKLYN SOUTH,510.0,"CONTROLLED SUBSTANCE, INTENT T",RESIDENCE - PUBLIC HOUSING,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,989043.0,154711.0,25-44,WHITE,M
13,MANHATTAN,2018-02-28,16:00:00,304456782,2018-04-10T00:00:00.000,20:00:00,COMPLETED,NYC PARKS,40.736569752,MISDEMEANOR,,-73.989020989,ASSAULT 3 & RELATED OFFENSES,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,PARK/PLAYGROUND,2018-04-10T00:00:00.000,18-24,WHITE,F,987293.0,207626.0,45-64,WHITE,M
28,MANHATTAN,2018-02-28,09:00:00,661475130,2018-03-01T00:00:00.000,19:43:00,COMPLETED,N.Y. POLICE DEPT,40.808374136,FELONY,INSIDE,-73.946885823,GRAND LARCENY,PATROL BORO MAN NORTH,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",MAILBOX OUTSIDE,2018-03-20T00:00:00.000,65+,BLACK,M,998954.0,233791.0,,,
94,BROOKLYN,2018-02-28,21:00:00,463714505,2018-02-28T00:00:00.000,21:30:00,COMPLETED,N.Y. POLICE DEPT,40.732451933,FELONY,INSIDE,-73.953358126,FELONY ASSAULT,PATROL BORO BKLYN NORTH,109.0,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,2018-03-01T00:00:00.000,65+,WHITE,F,997177.0,206129.0,25-44,WHITE,M
121,STATEN ISLAND,2018-02-28,07:00:00,586265340,2018-02-28T00:00:00.000,16:00:00,COMPLETED,N.Y. HOUSING POLICE,40.63122789,MISDEMEANOR,INSIDE,-74.165284272,OFF. AGNST PUB ORD SENSBLTY &,PATROL BORO STATEN ISLAND,639.0,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,2018-03-01T00:00:00.000,25-44,WHITE HISPANIC,F,938373.0,169290.0,25-44,BLACK,M
44,BRONX,2018-02-28,00:00:00,373537942,2018-03-01T00:00:00.000,20:30:00,COMPLETED,N.Y. POLICE DEPT,40.841163617,VIOLATION,INSIDE,-73.912623215,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2018-03-01T00:00:00.000,45-64,BLACK,M,1008427.0,245745.0,,,
10,MANHATTAN,2018-02-28,15:30:00,965192936,2018-02-28T00:00:00.000,15:41:00,COMPLETED,N.Y. HOUSING POLICE,40.742833658,MISDEMEANOR,INSIDE,-74.00570330800001,CRIMINAL TRESPASS,PATROL BORO MAN SOUTH,205.0,"TRESPASS 2, CRIMINAL",RESIDENCE - PUBLIC HOUSING,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,982670.0,209908.0,18-24,WHITE,F
44,BRONX,2018-02-28,07:30:00,971898647,2018-03-15T00:00:00.000,09:00:00,COMPLETED,N.Y. POLICE DEPT,40.828582592,VIOLATION,INSIDE,-73.91735164,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",PUBLIC SCHOOL,2018-03-15T00:00:00.000,<18,WHITE HISPANIC,F,1007123.0,241160.0,<18,WHITE HISPANIC,F
20,MANHATTAN,2018-02-28,11:00:00,172427333,2018-02-28T00:00:00.000,12:00:00,COMPLETED,N.Y. POLICE DEPT,40.780155744,MISDEMEANOR,INSIDE,-73.984229502,PETIT LARCENY,PATROL BORO MAN NORTH,333.0,"LARCENY,PETIT FROM STORE-SHOPL",GROCERY/BODEGA,2018-03-08T00:00:00.000,UNKNOWN,UNKNOWN,D,988618.0,223506.0,45-64,BLACK,M
18,MANHATTAN,2018-02-28,23:40:00,384407780,2018-02-28T00:00:00.000,23:50:00,COMPLETED,N.Y. POLICE DEPT,40.766282747,VIOLATION,INSIDE,-73.97765529,HARRASSMENT 2,PATROL BORO MAN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2018-03-04T00:00:00.000,25-44,WHITE,F,990440.0,218452.0,UNKNOWN,UNKNOWN,M
88,BROOKLYN,2018-02-28,11:19:00,141054098,2018-03-06T00:00:00.000,07:00:00,COMPLETED,N.Y. POLICE DEPT,40.694638498,MISDEMEANOR,INSIDE,-73.96425716,PETIT LARCENY,PATROL BORO BKLYN NORTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,2018-04-14T00:00:00.000,25-44,WHITE,M,994162.0,192351.0,UNKNOWN,UNKNOWN,U
102,QUEENS,2018-02-28,18:00:00,310255540,2018-02-28T00:00:00.000,18:39:00,COMPLETED,N.Y. POLICE DEPT,40.69297611,MISDEMEANOR,FRONT OF,-73.849862531,PETIT LARCENY,PATROL BORO QUEENS SOUTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE-HOUSE,2018-03-01T00:00:00.000,45-64,WHITE,F,1025885.0,191779.0,UNKNOWN,UNKNOWN,U
123,STATEN ISLAND,2018-02-28,09:30:00,366959809,2018-02-28T00:00:00.000,09:45:00,COMPLETED,N.Y. POLICE DEPT,40.55493018,MISDEMEANOR,,-74.193632656,VEHICLE AND TRAFFIC LAWS,PATROL BORO STATEN ISLAND,916.0,LEAVING SCENE-ACCIDENT-PERSONA,STREET,2018-02-28T00:00:00.000,25-44,WHITE HISPANIC,M,930443.0,141509.0,,,
113,QUEENS,2018-02-28,15:25:00,710916447,2018-02-28T00:00:00.000,16:20:00,COMPLETED,N.Y. POLICE DEPT,40.674579367,FELONY,INSIDE,-73.791022079,ARSON,PATROL BORO QUEENS SOUTH,264.0,"ARSON, MOTOR VEHICLE 1 2 3 & 4",STREET,2018-06-05T00:00:00.000,UNKNOWN,UNKNOWN,E,1042218.0,185110.0,,,
69,BROOKLYN,2018-02-28,21:00:00,502682306,2018-03-29T00:00:00.000,10:30:00,COMPLETED,N.Y. POLICE DEPT,40.638456139,FELONY,INSIDE,-73.906532719,BURGLARY,PATROL BORO BKLYN SOUTH,224.0,"BURGLARY,RESIDENCE,UNKNOWN TIM",RESIDENCE-HOUSE,2018-03-29T00:00:00.000,45-64,BLACK,F,1010191.0,171894.0,UNKNOWN,BLACK,F
101,QUEENS,2018-02-28,02:25:00,265302279,2018-02-28T00:00:00.000,02:33:00,COMPLETED,N.Y. HOUSING POLICE,40.610035501999995,FELONY,INSIDE,-73.753587353,DANGEROUS WEAPONS,PATROL BORO QUEENS SOUTH,793.0,WEAPONS POSSESSION 3,RESIDENCE - PUBLIC HOUSING,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,1052668.0,161622.0,25-44,WHITE HISPANIC,M
50,BRONX,2018-02-28,11:00:00,246398329,,,COMPLETED,N.Y. POLICE DEPT,40.902541263,VIOLATION,INSIDE,-73.90326378,HARRASSMENT 2,PATROL BORO BRONX,637.0,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,WHITE,M,1010992.0,268110.0,25-44,WHITE,M
34,MANHATTAN,2018-02-28,01:00:00,183836454,2018-02-28T00:00:00.000,11:30:00,COMPLETED,N.Y. POLICE DEPT,40.850810435999996,MISDEMEANOR,INSIDE,-73.931739169,OFFENSES AGAINST PUBLIC ADMINI,PATROL BORO MAN NORTH,748.0,"CONTEMPT,CRIMINAL",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,18-24,WHITE HISPANIC,F,1003135.0,249255.0,18-24,WHITE HISPANIC,M
81,BROOKLYN,2018-02-28,11:48:00,616570897,2018-02-28T00:00:00.000,11:50:00,COMPLETED,N.Y. POLICE DEPT,40.690073383000005,MISDEMEANOR,INSIDE,-73.923649774,PETIT LARCENY,PATROL BORO BKLYN NORTH,338.0,"LARCENY,PETIT FROM BUILDING,UN",BANK,2018-02-28T00:00:00.000,45-64,BLACK,F,1005424.0,190695.0,45-64,BLACK,F
13,MANHATTAN,2018-02-28,17:20:00,135858391,2018-02-28T00:00:00.000,17:25:00,COMPLETED,N.Y. POLICE DEPT,40.740415913,MISDEMEANOR,FRONT OF,-73.97597512,ASSAULT 3 & RELATED OFFENSES,PATROL BORO MAN SOUTH,101.0,ASSAULT 3,STREET,2018-02-28T00:00:00.000,<18,WHITE HISPANIC,M,990908.0,209028.0,<18,WHITE HISPANIC,M
14,MANHATTAN,2018-02-28,16:30:00,718432748,2018-02-28T00:00:00.000,16:30:00,COMPLETED,N.Y. TRANSIT POLICE,40.751449824,MISDEMEANOR,,-73.976050545,OFFENSES AGAINST THE PERSON,PATROL BORO MAN SOUTH,115.0,RECKLESS ENDANGERMENT 2,TRANSIT - NYC SUBWAY,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,990886.0,213048.0,,,
49,BRONX,2018-02-28,17:30:00,380073362,2018-02-28T00:00:00.000,17:32:00,COMPLETED,N.Y. POLICE DEPT,40.854442503,MISDEMEANOR,INSIDE,-73.864344176,ASSAULT 3 & RELATED OFFENSES,PATROL BORO BRONX,101.0,ASSAULT 3,DRY CLEANER/LAUNDRY,2018-02-28T00:00:00.000,25-44,WHITE HISPANIC,F,1021778.0,250600.0,UNKNOWN,BLACK,F
61,BROOKLYN,2018-02-28,21:56:00,604336356,2018-02-28T00:00:00.000,22:00:00,COMPLETED,N.Y. POLICE DEPT,40.607047935,MISDEMEANOR,INSIDE,-73.958905504,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BKLYN SOUTH,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,F,995661.0,160440.0,25-44,ASIAN/PAC.ISL,M
106,QUEENS,2018-02-28,12:15:00,932272165,2018-02-28T00:00:00.000,12:25:00,COMPLETED,N.Y. POLICE DEPT,40.68177065,VIOLATION,FRONT OF,-73.84273450100001,HARRASSMENT 2,PATROL BORO QUEENS SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,45-64,ASIAN/PAC.ISL,M,1027869.0,187700.0,UNKNOWN,ASIAN/PAC.ISL,M
13,MANHATTAN,2018-02-28,20:11:00,128866072,,,COMPLETED,N.Y. POLICE DEPT,40.739790794,MISDEMEANOR,,-73.979518997,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO MAN SOUTH,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,2018-02-28T00:00:00.000,45-64,WHITE,M,989926.0,208800.0,25-44,BLACK,M
50,BRONX,2018-02-28,09:00:00,281365283,2018-03-01T00:00:00.000,07:30:00,COMPLETED,N.Y. POLICE DEPT,40.885253425,FELONY,FRONT OF,-73.9077517,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BRONX,267.0,"MISCHIEF, CRIMINAL 3 & 2, OF M",STREET,2018-03-01T00:00:00.000,45-64,WHITE,M,1009758.0,261810.0,,,
67,BROOKLYN,2018-02-28,18:00:00,457389360,2018-03-02T00:00:00.000,14:00:00,COMPLETED,N.Y. POLICE DEPT,40.655498992,MISDEMEANOR,FRONT OF,-73.91795169699999,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO BKLYN SOUTH,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,2018-03-03T00:00:00.000,45-64,BLACK,F,1007016.0,178100.0,UNKNOWN,UNKNOWN,U
102,QUEENS,2018-02-28,17:50:00,714552438,2018-02-28T00:00:00.000,17:51:00,COMPLETED,N.Y. POLICE DEPT,40.700592873000005,VIOLATION,INSIDE,-73.815854197,HARRASSMENT 2,PATROL BORO QUEENS SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",HOSPITAL,2018-02-28T00:00:00.000,UNKNOWN,ASIAN/PAC.ISL,M,1035310.0,194572.0,25-44,BLACK,F
67,BROOKLYN,2018-02-28,14:15:00,200350574,2018-02-28T00:00:00.000,14:30:00,COMPLETED,N.Y. POLICE DEPT,40.640853254,VIOLATION,FRONT OF,-73.931168437,HARRASSMENT 2,PATROL BORO BKLYN SOUTH,638.0,"HARASSMENT,SUBD 3,4,5",STREET,2018-02-28T00:00:00.000,65+,BLACK,M,1003353.0,172761.0,UNKNOWN,UNKNOWN,U
105,QUEENS,2018-02-28,00:00:00,967010575,2018-02-28T00:00:00.000,06:45:00,COMPLETED,N.Y. POLICE DEPT,40.652558304,MISDEMEANOR,FRONT OF,-73.744939503,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO QUEENS SOUTH,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,2018-02-28T00:00:00.000,25-44,BLACK,F,1055024.0,177121.0,UNKNOWN,UNKNOWN,U
1,MANHATTAN,2018-02-28,19:15:00,825596413,2018-02-28T00:00:00.000,19:20:00,COMPLETED,N.Y. POLICE DEPT,40.721800742,MISDEMEANOR,,-73.999853535,CRIMINAL MISCHIEF & RELATED OF,PATROL BORO MAN SOUTH,258.0,"CRIMINAL MISCHIEF 4TH, GRAFFIT",OTHER,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,984291.0,202245.0,25-44,WHITE HISPANIC,M
40,BRONX,2018-02-28,16:50:00,302076350,2018-02-28T00:00:00.000,16:55:00,COMPLETED,N.Y. POLICE DEPT,40.81198578,VIOLATION,INSIDE,-73.914287154,HARRASSMENT 2,PATROL BORO BRONX,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2018-03-01T00:00:00.000,25-44,WHITE HISPANIC,F,1007977.0,235114.0,45-64,BLACK,F
40,BRONX,2018-02-28,15:56:00,951923338,2018-03-01T00:00:00.000,10:31:00,COMPLETED,N.Y. POLICE DEPT,40.817725389,MISDEMEANOR,INSIDE,-73.922607345,OFF. AGNST PUB ORD SENSBLTY &,PATROL BORO BRONX,639.0,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,2018-03-04T00:00:00.000,18-24,BLACK,F,1005672.0,237203.0,18-24,BLACK,F
23,MANHATTAN,2018-02-28,14:50:00,171520935,2018-02-28T00:00:00.000,14:56:00,COMPLETED,N.Y. POLICE DEPT,40.792263265,MISDEMEANOR,,-73.948386595,DANGEROUS WEAPONS,PATROL BORO MAN NORTH,782.0,"WEAPONS, POSSESSION, ETC",STREET,2018-02-28T00:00:00.000,UNKNOWN,UNKNOWN,E,998542.0,227921.0,18-24,WHITE HISPANIC,M
79,BROOKLYN,2018-02-28,13:00:00,807113318,2018-02-28T00:00:00.000,13:05:00,COMPLETED,N.Y. POLICE DEPT,40.690330591999995,VIOLATION,INSIDE,-73.94095434100001,HARRASSMENT 2,PATROL BORO BKLYN NORTH,638.0,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2018-02-28T00:00:00.000,25-44,BLACK,F,1000625.0,190785.0,25-44,BLACK,M
23,MANHATTAN,2018-02-28,10:18:00,704612783,2018-02-28T00:00:00.000,10:28:00,COMPLETED,N.Y. HOUSING POLICE,40.795847213,MISDEMEANOR,FRONT OF,-73.946910264,FRAUDS,PATROL BORO MAN NORTH,707.0,"IMPERSONATION 2, PUBLIC SERVAN",RESIDENCE - PUBLIC HOUSING,2018-02-28T00:00:00.000,25-44,BLACK,F,998950.0,229227.0,UNKNOWN,BLACK,F
114,QUEENS,2018-02-28,22:00:00,730764617,2018-04-09T00:00:00.000,21:04:00,COMPLETED,N.Y. POLICE DEPT,40.770662646,MISDEMEANOR,FRONT OF,-73.92028286,PETIT LARCENY,PATROL BORO QUEENS NORTH,343.0,"LARCENY,PETIT OF BICYCLE",RESIDENCE - APT. HOUSE,2018-04-15T00:00:00.000,25-44,WHITE,M,1006331.0,220057.0,UNKNOWN,UNKNOWN,U
